journal,abstract
Dialectologia et Geolinguistica,"The Celts are commonly regarded as one of the Indo-European ethnolinguistic groups, speaking Celtic languages derived from Proto-Celtic. Numerous archaeobotanical, palaeogenetic and historical linguistic analyses demonstrate that the most ancient European pulse crops, such as chickpea (Cicer arietinum), grass pea (Lathyrus sativus), lentil (Lens culinaris), lupins (Lupinus spp.), pea (Pisum sativum), vetches (Vicia spp.) and faba bean (Vicia faba), were widely used in everyday life as early as sixth millennium BC. The Latin word denoting ‘pea’, pisum, was borrowed by both Brythonic and Goidelic languages, spoken during the first centuries AD in Britain and Ireland, and produced the words denoting ‘pea’ in their modern members. The ultimate origin of the words denoting ‘faba bean’ in all living and attested Celtic languages is the Proto-Indo-European root *bhabh-, denoting the same crop, literally meaning something swollen and imported from both the Latin faba and the Old Norse baun. The majority of the words denoting ‘grain’ in the Celtic languages are descendants of the Proto-Celtic root *grāno, denoting ‘grain’ and originating from the Proto-Indo-European *g'er[a]n-, *grān-, denoting ‘grain’ and ‘corn’."
Dialectologia et Geolinguistica,"The words denoting the most ancient European grain legumes, such as ‘pea’, ‘lentil’ or ‘faba bean’, in both extinct and living Baltic languages confirm that these crops were cultivated among the ancestors of the modern Lithuanians and Latvians. The words denoting ‘pea’, such as Lithuanian žirnis and Latvian zirņi, are derived from the Proto-Baltic *žir̂n-ia- and the Proto-Indo-European *g'er[a]n-, denoting grain. The Proto-Indo-European root denoting ‘lentil’, *lent-, gave the Proto-Baltic *leñšia- and the modern Lithuanian lęšis and the Latvian lēca. The linguistic evidence confirms that the Old Balts transferred both grain legume crops and their names to their Finno-Ugric neighbours."
Dialectologia et Geolinguistica,"In the present study, I argue that post-posed topic specification (PTS) across the Sahara is an areal phenomenon and that in the case of Southern Tamazight (i.e., Tuareg &amp; Zenaga) it is an innovation generated by pattern replication. On the other hand, the required matter for PTS formation in Southern Tamazight is generally provided by Tamazight itself by means of system-internal developments involving the following predominant grammaticalisation track, that is, [*modality markers &gt; topic specifiers]. I also show that full convergence has taken place in these Southern Tamazight languages, which has affected their linguistic typology on the morphological, syntactic, and pragmatic level. Moreover, the study accounts for the significance of the functional parameter of contrast in the development of these topic specifiers and hence confirms the importance of system-based factors in language change."
Dialectologia et Geolinguistica,"This paper introduces the concept of “memory time” and gives an overview of its application to dialect forms that refer to “father”. Changes in many regions are shown by glottograms that simultaneously show regional and generational differences. The usage of kinship terms in Japanese shows interesting sociolinguistic features. It is linked to the consciousness of attribution to a specific social class. Due to the agricultural land reform after the war, the difference in social hierarchy within the rural areas became smaller, but the distinction or disparity made by kinship terms remained. Although the agricultural land reform was carried out all over the country at the same time, the standard form o-too-san for “father” gradually spread throughout the country in the latter half of the 20th century. The diffusion pattern is similar to other standard forms. From the above, it can be concluded that the standard form otoo-san was not directly influenced by changes in social stratification, but was the spread of standard language only in words without social-class background. The ultimate mechanism of change was found to be the “law of respect reduction”."
Dialectologia et Geolinguistica,"A discourse is considered coherent only if all its parts are semantically related to each other and if it makes sense. However, coherence cannot be attributed to a discourse in advance because it depends on how the participants understand what they hear/ read. So we can say that it is not the discourse that establishes coherence, but the participants according to their understanding of a discourse. In practise, this means that for the same discourse there are at least two coherences that may or may not match up. Usually they match up to some extent because participants follow the cooperative principle of mutual willingness to establish coherence in discourse. There are several strategies for establishing and maintaining discourse coherence; among them, repetition and inference form an extensive group. In this paper, however, I will focus only on the strategies that are typical of spontaneous spoken discourse. These are the following: questions, completion, contradiction and polyphonic talk. In the second part of the article I will present each of them in the examples of spontaneous dialectal discourse. The texts were recorded in Brda, a region in the far west of Slovenia. The dialect spoken there is called the Brda dialect. It belongs to the Littoral dialect group of the Slovene language."
Dialectologia et Geolinguistica,"Historia medicinal (1565–1574) is an educational work that sought to promote knowledge of American phytotherapy for academic and economic purposes. This educational aim was accomplished after its publishing success in Spain and other European countries. Our objective is to examine the American words Nicolas Monardes chose and assess the degree of penetration of Native American loanwords and Americanised hispanicisms which have become fully incorporated into current American Spanish. The degree of penetration is measured through the variables with which they appear in the text (loanwords, number of appearances with or without explanation, used in medicine, medical term). 93 words were analysed using quantitative methodology and different degrees of penetration were detected. These terms included Native American loanwords, mediaeval medical hispanicisms, Spanish words created to describe American reality and neologisms that were widespread in the 16th century."
Dialectologia et Geolinguistica,"The linguistic description of the dialect of Vyšneve (Černihiv, Ukraine) can be considered a milestone of a more comprehensive dialectal and sociolinguistic study on the dialects spoken along the Ukrainian-Belarusian and, to a lesser extent, Russian border areas of eastern Polissia. Some of the most representative features of the Vyšneve dialect and its relation to Belarusian have already been the object of previous linguistic analysis. The village is situated about 35 km north-east of the city of Černihiv (regional centre); 12 km south-east of the town of Ripky (former district centre). The distance to the Belarusian border is approximately 35 kilometers. Only the former district of Horodjans’k separates Vyšneve from the region of Brjansk (Russian Federation). The factual material examined in this article aims to complete previous research gaps and, at the same time, intends to foster further theoretical reflections about the origin of these border dialects. The analysis of this local dialect (which includes the phonetic-phonological, morpho-syntactic and lexical levels) in fact lays the foundation for successive and more advanced stages of research on the Ukrainian-Belarusian-Russian border dialects. In this contribution the dialectal features will be systematically compared with both the neighbouring Belarusian dialects spoken along the Ukrainian-Belarusian continuum and with the nearby southern Russian dialects, particularly with their western group. The latter, in fact, shares with the neighbouring Ukrainian and Belarusian border dialects a series of isoglosses and idiosyncratic traits."
Dialectologia et Geolinguistica,"In this article, I present phonological and morphological features of three Aromanian subdialects in the Republic of Macedonia. The study is based on fieldwork recordings of Aromanian dialect speakers from urban and rural communities: Struga, Cruşova, and Beala di Supra. In describing these features, this article raises the general descriptive question of how far Aromanian is a Romance language preserved in a Balkan environment."
Dialectologia et Geolinguistica,"In this paper I have attempted to classify and explain 30 words and phrases representative of language medley in Northern France. They illustrate a mixture of Germanic and Romance languages: Flemish in French and Picard, French in Flemish, Picard in French and vice versa. I will discuss imagination, word-play and lexical creativity in code-switching situations, as well as the dynamics of regional variation in the epilinguistic data under consideration."
Dialectologia et Geolinguistica,"This article presents the linguistic analysis of a humorous program broadcast on the Maribor commercial radio station Radio City. The program is deliberately recorded in the Maribor colloquial language variety and as such reflects the diversification of media language. The aim of our present research is to confirm the stratification of media speech as a manifestation of the need for identification with the speech of the environment, i.e. the intended public, and at the same time point out the need of public speech as a national language for the achievement and reflection of a collective identity. We believe that in the realization of the multilingual strategy in the integrational and globalizational processes in Europe, the preservation of such linguistic and cultural diversity should present a source of strength rather than a weakness."
Dialectologia et Geolinguistica,"Dialect variation is perceived and encoded in everyday language situations. Studies in the field of folk linguistic enquiry which has come to be known as perceptual dialectology, pioneered in the 1980s by scholars such as Dennis Preston, showed that beliefs nonlinguists have about language variation can play a critical role in language maintenance and change. This paper is an attempt to rethink the issue of accent identification from the perspective of perceptual dialectology by discussing the methodological hurdles to overcome when assessing folk perception of dialects. Illustration comes from two recent studies tackling the perception of geolinguistics variation in Eastern Canada. A comparison of the most common data collection techniques such as mental mapping, dialect identification tests requiring informants to listen to voices of different degrees of dialect markedness and dialect questionnaires raises several issues that call for a diversification of research design including indirect attitude measurements, especially affective priming."
Dialectologia et Geolinguistica,"This paper continues an article devoted to the linguistic description of the local dialect of Vyšneve, cf. DiG 30 (2022), 23–49. The present study, as previously mentioned, completes a piece of a more comprehensive dialectal and sociolinguistic research on the dialects spoken along the Ukrainian-Belarusian and, to a minor extent, Russian borders. This is a territorial segment located in the eastern Polissian macro region and, more precisely, in the north-western part of the Region of Černihiv (Ukraine). In this continuation, the analysed material describes basic verbal morphology, the ways of expressing modality, the most evident syntactic and lexical features of this local dialect."
Dialectologia et Geolinguistica,"This paper has two chief goals: (i) to collate the disparate synchronic evidence for the distribution of ‘daughter’ and ‘son’ from the dialect maps available for the modern Celtic languages, namely: the Gaelic languages (Irish, Scottish Gaelic and Manx) and Brittonic (Welsh, Cornish and Breton), (ii) to revisit and analyse the distribution of the terms ‘son’ and ‘daughter’ at an early stage of Continental Celtic from two millennia ago in Gaulish and Celt-Iberian with particular reference to the Indo-European lexemes * dʱug̑ʱh 2 ter ‘daughter’ and *suh x nú- ‘son’."
Dialectologia et Geolinguistica,"The study of dialectal microvariation in spoken Spanish faces challenges due to the absence of an adequate morpho-syntactically annotated and parsed corpus. Therefore, this article introduces a novel technique, a game-based approach, for creating resources for non-standard Spanish language varieties. The article provides an overview of the progress in designing three Games With A Purpose ( GWAPs ) prototypes, to wit , Agentes, Tesoros , and Anotatlón . These games aim to facilitate the confirmation and correction of the morpho-syntactic tagging task of the COSER-AP ( Corpus Oral y Sonoro del Español Rural-Anotado y Parseado , ‘Annotated and Parsed Audible Corpus of Spoken Rural Spanish’). First, the article presents the methodology used to build the games. Second, it offers a detailed description of the implemented Game Design Elements ( GDEs ). Finally, the article discusses the results of a pilot evaluation that assesses player enjoyment and the linguistic accuracy. Findings are promising, with Tesoros and Anotatlón demonstrating high levels of enjoyment. Additionally, Agentes proves to be effective in collecting a large number of annotations. The linguistic accuracy also shows potential benefits of gamified approaches in linguistic annotation tasks. However, it also emphasizes the importance of considering regional in player assessment and training them in multidialectal contexts."
Dialectologia et Geolinguistica,"This paper provides an overview of geographical variation of sibling term systems used in Asia and Africa, which are categorized based on distinctions of (1) relative age, (2) sex, and (3) relative sex. Experts in languages/language groups of Asia and Africa have analyzed and mapped these systems; using their findings, I created summative maps showing the geographical distributions of the system types based on rates (percentages) of each type. Type A (undifferentiated sibling type) is conspicuous in Africa. Type B (relative age type) is used in many languages in Africa and Southeast Asia. Type C (skewed age type) commands an absolute majority in languages of Northeast Asia and is also found in Southeast Asia. The change of Type A &gt; Type B &gt; Type C is inferred from these systems’ distributions. Type D (age/sex type) is the only type in Sinitic, and has affected neighboring languages. Type E (brother/sister type) holds the vast majority in Semitic and South Asian languages and has affected surrounding languages. Type F (relative sex type) and its variations are found in peripheral languages in Asia and Africa; this might be the oldest type. This interpretation is supported by attested changes in Japonic."
Dialectologia et Geolinguistica,"Spanish speakers use a great diversity of terms to refer to Pisum sativum , from the better known guisante and arveja , to other less common forms such as chícharo , bisalto , pésol , présules , pitos , titos , pedrolos , mánganos , garavanzos , fréjoles , etc. This work analyzes the great diversity of names that the species Pisum sativum receives in Spanish and it does it through the Spanish geolinguistic atlases and the lexicons of the cultured norms of the main cities of the Hispanic world. Through this analysis we will try to explain the reason for this diversity with the objective of understanding if this variety is due to a question of synonymy or to a confusion between species of legumes or between varieties within the Pisum species itself. We will explain that the history of the denominations of the pea, and of the legumes in general, is marked by its confusion from the beginnings of language; a confusion that comes motivated mainly by the similarity that possess all the species that conform the family Papilionoideae and that causes that the speakers confuse in many occasions some plants with others.."
Dialectologia et Geolinguistica,"This paper examines the evolution of aspectual formations in Insular Celtic. It is argued that the emergence of these formations and their unusual morphosyntactic structure have been determined by internal systemic factors. It is also suggested that the manner in which these formations developed is of importance for our understanding of the processes involved in the emergence of grammatical subsystems in general. It is demonstrated that the Celtic aspectual system evolves in a manner reminiscent of the concept of developmental stratification and, significantly, that it evolves in a remarkably coherent and ordered fashion. The inexorable and structured nature of this evolution would seem to provide evidence for the claim that there may exist within languages a certain teleological impulse; in other words, that rather than being simply random, language change is in some fundamental and meaningful sense goal-directed."
Dialectologia et Geolinguistica,"This paper deals with the language used in Latvian settlements in Siberia. It is based on the author's observations and on data gathered during three ethnolinguistic expeditions to Lejas Bulana, in the Krasnoyarsk District, in 1991 and 2004, as well as to Timofejevka, in the Novosibirsk District, in 2006. An analysis was carried out to assess the extent of the Latvian language in these areas, which are separated from their ethnic territory. The study focussed on the language skills of different generations, depending on their education, religious identity and amount of communication with Latvia. The situation is better in Lejas Bulana, where in recent years teachers have been coming from Latvia. However, this community is losing its young generation to big cities, where their exposure to Latvian culture is lost, and thus little by little they begin to forget the Latvian language"
Dialectologia et Geolinguistica,"This article discusses a type of prepositional construction that is highly characteristic for a group of East Franconian dialects, located in the south-eastern part of Germany. The construction expresses local relations and contrasts with the standard German construction as well as with the regional standard of this area. Based on spontaneous spoken dialect material, the article reveals an ongoing process of change: among young adults today not only the standard variant but also occasional hybrid formations are used as replacements for the original, the latter functioning as membership-markers to this dialectal community."
Dialectologia et Geolinguistica,"The argument put forward in the present article is that many Polish dialectal plant names do not have folk roots. The only way to ascertain the true origin of a given name is by analysing the history of the dialectal name and related names in other languages. Such an analysis leads to the conclusion that Polish dialectal names have various origins. Some of them are truly dialectal, i.e. they originate from Polish dialects, while others are colloquial, non-dialectal native names that have been adapted by particular dialects. Yet others are relatively new loanwords and new calques, while another group originates from Old Polish forms no longer in use in non-dialectal Polish. The latter do not comprise a homogeneous category. Instead, they fall into three subcategories: Polish names originating from the Polish language or inherited from Old Slavic, old loanwords employed in Old Polish and no longer in use today except in Polish dialects, and finally, an often misclassified group of names comprising old calques. In the summary of the present study the author emphasises the importance of a diachronic and comparative approach to analysing dialectal plant names. She highlights the existence of numerous calques, especially old ones, whose presence had previously been overlooked due to their native and sometimes almost entirely dialectal character. Therefore, a superficial, synchronic analysis would not reveal their long and rich history or the fact that they also have counterparts in non-Slavic languages, indeed often have ancient roots."
Dialectologia et Geolinguistica,"The article presents the research findings on the use of various social varieties of the Slovenian language, i. e. Standard and Non–standard language, by the students studying Slovenian language and literature in Maribor. A brief introduction is followed by a description of language culture and its efforts to improve the subject matter and the importance of the norm in a language with rich social language varieties use. The research indicates the largely positive attitude of young people to the use of their own dialect in different language situations thus shifting the society’s traditionally negative attitude towards the use of dialectal language, perceiving it as a value and as an indicator of one’s personal and national identity. General dialectal characteristics are distinguished in non-formal communication and the informants' switching between the Standard language and the dialect in non-formal communication is a rare occurance, showing that the environment of schooling and the field of study are not prevailing influence factors in choosing a specific social language variety."
Dialectologia et Geolinguistica,"The comitative represents a particular case in the Romance languages of the Iberian Peninsula. Except for Catalan, the rest of varieties possess a redundant form inherited from the evolution of the Latin postposition plus the preposition con (‘with’). However, some authors point out a tendency that favours subject forms or even stressed object forms in persons in which the norm prohibits them. With the aim of finding the vernacular responses to this respect, this paper attempts to account for all the possibilities in the comitative in the Romance languages of the Iberian Peninsula as well as the factors upon which the selection of either strategy depends."
Dialectologia et Geolinguistica,"Summary Languages and dialects can change from one prosodic category to another, causing thereby phonetic and phonological changes. This happened in Danish as well as in Northern Alemannic when both changed their basic rhythm from a more syllable-based system to a more word-based one. The consequences of this transition were very similar, some even identical. This article focuses on these similarities comparing the development of the plosive sounds as well as the assimilation of nd &gt; n in Danish and in a small area of Northern Alemannic in the transition area to Rhenish Franconian. Furthermore some of the changes that have taken place in a wider area of Northern Alemannic are discussed such as the deletion of word final vowels (apocope), the introduction of the glottal stop, the linking n in hiatus position as well as phonetic assimilation across word boundaries."
Dialectologia et Geolinguistica,"This article is a synthesis of the major elements of a sociolinguistic theory presented by Jean Le Dû and Yves Le Berre in their recent book, Métamorphoses, Trente ans de sociolinguistique à Brest (1984–2014) . Given that both authors come from native Breton-speaking families in Western Brittany and have experienced the language shift to French first-hand, they provide a unique, inside view of the process as well as the reasons Breton speakers opted in favour of French. The sociolinguistic concepts they have imagined provide highly useful tools that highlight the inseparable bond between language and the social, political and economic forces that govern our choices. More specifically, they point out that the “Breton language” is splintered into as many varieties as there are social and geographic entities in western Brittany. For this reason, it should not be viewed as a monolithic entity. Far from “reviving” or “saving” the language, the authors argue that the recent creation of a phonologically, grammatically and lexically unified Breton norm is often so distant from the vernacular language that it has provoked a new form of diglossia which failed to reverse the break in the transmission of the natural language. The book provides tremendous insight into the complex issues which lead people to shift to another language. Language planners and scholars working on similar endangered language situations and who want to understand the mechanisms at work (and thus hopefully have some success in their endeavours) would do well to take heed of their experience."
Dialectologia et Geolinguistica,"This article is concerned with basic intonational features of Sicilian, a Romance variety spoken in Sicily in Southern Italy. While there has been some research on the intonational features of the regional variety of Italian, Sicilian intonation remains undescribed. The first part of the article provides a historic overview of the dialectal configuration of Sicilian and the Sicilian-Italian diglossia. In the subsequent section we perform an intonational analysis on a Sicilian corpus containing acoustic data of 432 utterances (216 broad focus statements and 216 information-seeking yes-no questions). Once the basic intonational features of Sicilian are described and analyzed we use the informatic tool ProDis (Elvira-García et al. 2018) for a quantitative cluster analysis in order to define geoprosodic groups within Siciliy. Finally, we carry out another cluster analysis with the aim of modelling prosodic distances between Romance varieties spoken in different areas in Italy."
Dialectologia et Geolinguistica,"As the second part of a general study about semantic determinism, this article continues to analyze the topographic lexicon of Gallo-Romance dialects. The new concepts (‘river’, ‘brook’, ‘valley’, ‘cave’) that I examine in this paper complete my previous survey about the designations of hills and mountains. Most of all, the new set of data allows me to go beyond isolated concepts and to present for the first time the motivational synthesis of a whole theme. The result is that, whatever the concept, words referring to topography are generally created according to four matrices of designation: such words originally allude to (1) level; (2) concavity/convexity; (3) physical composition; or stem from a (4) conceptual confusion due to adjacency. The method that reduces hundreds of lexical forms to a handful of creative patterns leads to a direct perception of how the lexicon is structured and has a strong heuristic potential."
Dialectologia et Geolinguistica,"This study examines the ability to identify different Chinese dialects through the English language and evaluates how often respondents pay attention to phonological features and rate of speech to explain their categorizations. The research includes 100 Chinese undergraduate students and 100 young people without advanced degrees aged 20 to 25. Discrete independent data samples collected during the interview of participants are analyzed with the help of such statistical methods as Student's t-test, Mann-Whitney U-test, and Wilcoxon's test. The obtained results indirectly show the ability of respondents to identify native and non-native English speakers around the world, as well as determine their nationality. The outcomes of the paper explicate who, in general, categorize Chinese dialects better and which dialects are the most recognizable. Research data reveal a high degree of stereotypization of various dialects, especially the Beijing and U dialects. Moreover, based on the data obtained, it can be concluded that speaking rate significantly affects the perception and classification of a speaker from a particular province of China."
Dialectologia et Geolinguistica,"Linguists of historical English, of traditional dialects and present-day varieties of English, generally rely on written texts, now often available in the form of corpora. However, the historical development of English, including its regional dialects, was naturally rooted in the spoken vernacular, rather than the literary standard. This paper, based on EDD Online (3.0), therefore, argues that the wealth of sources as used by Wright in his comprehensive English Dialect Dictionary ( EDD ) should no longer be disregarded, given that no better information is available. After a critical assessment of the widespread scepticism towards the EDD sources and of the different motivation of scholars not primarily concerned with traditional dialects (such as OED lexicographers), the paper first provides a survey of the different types of sources used by the EDD and presented in different lists and tables in EDD Online, and then focuses on the unpublished sources. The subsequent section shows that part of the problem of spoken sources results from the unjustified insistence of many scholars on phonetics to be the level of linguistic interest. In answer to the OED’s scepticism towards Wright’s sources as expressed in a paper by Durkin (2010a), the final section provides an analysis of Northamptonshire dialect words as a test case, with various linguistic issues beyond the OED’s focus on the temporal frame of reference."
Dialectologia et Geolinguistica,"Article 60th Anniversary of the Institute for the Bulgarian Language at the Bulgarian Academy of Sciences, Sofia was published on January 1, 2003 in the journal Dialectologia et Geolinguistica (volume 2003, issue 11)."
Dialectologia et Geolinguistica,"Latvian and Lithuanian share a large number of related lexical items in their standard varieties, but even more so in their dialects. Even though the traditional regional dialects are relatively well-preserved both in Latvia and Lithuania, nowadays they are disappearing. For this reason, a project called Atlas of the Baltic languages was initiated in 2006, with the aim to study both Baltic languages from a geolinguistic point of view. Altogether, five volumes are planned for the Atlas of the Baltic Languages , presenting the dialectal vocabulary in thematic groups: flora-related vocabulary; fauna-related vocabulary; human physical qualities and kinship terminology; housing and settlement; natural phenomena, time, weather, etc. The selection of the lexical items for the Atlas of the Baltic Languages is based not only on words of common origin in Latvian and Lithuanian, but also on related semantics, therefore all volumes will include semantic maps as well."
Dialectologia et Geolinguistica,"A number of surname-based studies have presented a relationship between medieval regional dialect lexis and the distribution of associated modern-day surnames. However, by carrying out localised research, it appears that the two might not be so closely linked as previously thought, with discrepancies in the distribution of regionally specific names and equivalent occupational descriptions. As a result, there seems to be a need to reconsider the connection between regional lexicons and corresponding name stocks, which may have been less closely related, at a period of non-hereditary by-naming, than current knowledge suggests."
Dialectologia et Geolinguistica,"This study attempts a close investigation of areal variation in the major phonological features of the Egyptian Arabic spoken in the agrarian northern region of Kafrelsheikh (KEA): their contexts and patterns. Targeting old, rural speech, a survey of all the localities is conducted through recordings of natural speech and a questionnaire. The instrumentally investigated phonological variables in KEA include major allophonic variants, and some typical instances of assimilation, dissimilation, metathesis, sound addition and sound deletion. Most instances of variation in the present data prove to be linguistically conditioned. Analysis shows that the differences between the dialect areas do not involve all the previous variants. KEA roughly seems to have five speech areas, with each enjoying intra-variation and comprising many relic features. Finally, the findings are interpreted with reference to the phonological system of (Egyptian) Arabic as a whole and various models of language variation patterning."
Dialectologia et Geolinguistica,"In 1965, I recorded some conversations in the Picard dialect of Aubers, a village located in northern France. I used hearing tests to extract a corpus of 70 words containing diphthongs. The speakers I considered to be representative were born respectively in 1885, 1898 and 1902. Their diphthongs are different from those of traditional Picard speakers and affect both dialect and common French words. A spectrographic analysis allowed me to single out three types of phenomena in the corpus: the vocalization of semi-consonant, the development of an epenthetic vowel before and after a stressed vowel. Various stages of phonetic evolution have thus been stressed, appearing in several points of my Picard Linguistic Atlas maps, insertion of a vocalic element before some accented vowels, lengthening of “epenthetic” vowels, prominence shift from the second to the first accented element of a syllable, as well as the loosening and loss of the second part of a diphthong. These phenomena affect both standard French and Picard words. The vocalic system of the Aubers dialect as spoken in 1900, as revealed by a spectrographic analysis, has no equivalent in the Picardy area."
Dialectologia et Geolinguistica,"Article The Syntactic Construction of the Type (el) kell menjek in Standard Hungarian and the Influence of Transylvanian Hungarian Dialects was published on January 1, 2000 in the journal Dialectologia et Geolinguistica (volume 2000, issue 8)."
Dialectologia et Geolinguistica,"The strategies that have been developed for the incorporation of loanwords are mainly the same in Standard Turkish and its dialects. However, the adaptation process of these words has certain differences in Cypriot Turkish. The paper primarily focuses on the types and examples of phonetic adaptation of loanwords that show differences in this dialect and the standard language."
Dialectologia et Geolinguistica,"In the Fertile Crescent, grain legumes such as peas, lentils and faba beans were domesticated at about the same time as wheat and barley. In most branches of the Uralic language family, the words for pea have common roots, with the exception of the borrowings in the Finnic and Para-Finnic groups from Baltic and in Hungarian from Turkic. These results suggest that the pea may be an ancient crop among the Uralic peoples, with those who migrated losing the original Uralic word for it and borrowing it later from the non-Uralic peoples. Alternatively, the pea may have arrived after the Hungarian and Finnic peoples had migrated from the Uralic homeland. Moreover, words for lentil are clearly borrowed from neighbouring cultures, while words for faba bean are either derived from those for pea or borrowed from other cultures, demonstrating they were not among the first crops to be used by any of the Uralic peoples."
Dialectologia et Geolinguistica,"This article discusses the structure and state of the German language spoken today by the descendants of German immigrants to Russia in the 18th century. The (socio-) linguistic argumentation permits the following conclusion: The language based on German (Russlanddeutsch) may be a variety of the German language (russisches Deutsch) or a variety of the Russian language (deutsches Russisch), but it is the speakers in Russia who have the last word on this question. How they regard the language depends on their sense of identity, whether they feel Russian or German. Thus, future research into the linguistic situation of this group will best be served by an interdisciplinary approach and the a co-operation of linguists, psychologists, and historians."
Dialectologia et Geolinguistica,"Welsh English and the Celtic Englishes in general are known for their preference for rising tones in declaratives. However, the statement that Welsh English has a preference for rising tones is insufficient to explain its main prosodic characteristics. The present investigation focuses on Ceredigion, a county in West Wales with a relatively high percentage of native Welsh speakers. Several excerpts have been collected from the interviews taken for the Survey of Anglo-Welsh Dialects (1977‒1979) and processed through Praat with the aim of identifying and analysing prosodic features of Ceredigion English. For the analysis, three fundamental elements will be considered: alignment of the stressed syllable, characteristics of the upward movement, and pitch peak. Through this detailed prosodic characterization of Ceredigion English, it will be shown that prosody is a distinguishing feature of Welsh English accent."
Dialectologia et Geolinguistica,"Supporters of the existence of the Altaic language family consider it to include Turkic, Mongolic, Tungusic, Korean and Japonic branches, and believe that all of these originated from the Proto-Altaic. On the basis of archaeological findings, one may expect that traditional Eurasian pulse crops, such as peas ( Pisum sativum ), lentils ( Lens culinaris ), chickpeas ( Cicer arietinum ), faba beans ( Vicia faba ), vetchlings ( Lathyrus spp.) and vetches ( Vicia spp.), were known to the ancestors of the modern Altaic nations. This assumption is confirmed by two Proto- Altaic roots. The first root is * bŭkrV , denoting pea. Its three main direct derivatives preserved the original meaning and transferred it to their modern descendants, namely the Proto-Turkic * burčak to the majority of modern Turkic languages, such as Kazakh with burşaq ; the Proto-Mongolic * buγurčag , giving the modern Mongolian būrcag ; and the Proto-Tungusic * boKa-ri , giving the Manchu boxori . Another root is * zịăbsa , denoting lentil. It gave the Proto-Turkic * jasimuk , the Proto-Mongolic * sisi and the Proto-Tungusic * sibsV . In Turkic and Tungusic, its original meaning was preserved, such as in the Turkmen jasmiq or the Nanai siusi , while in Mongolic it shifted to Sorghum spp., such as in Kalmyk, with šiš."
Dialectologia et Geolinguistica,"This article explores folk-perceptions of dialect differences within Tyne and Wear, North East England.It presents a qualitative analysis of responses to an online survey in which participants offered their descriptions of linguistic variation.These richly detailed comments are used in the composition of a nuanced picture of lay perceptions of linguistic variation in the region."
Dialectologia et Geolinguistica,"This paper discusses the gender changes that can take place in neuter nouns in Slovene dialects on the basis of number (singular, plural and dual). Using linguistic geography methods and material collected for the ongoing ‘Slovene Linguistic Atlas’ (SLA), the forms of a selected neuter noun are presented on three linguistic maps, which show the geographical spread of the gender changes. The paper also draws a comparison with earlier syntheses of these phenomena in Slovene."
Dialectologia et Geolinguistica,"The paper examines the semantic change, i.e. subjectification of place deictic elements in German dialects. Starting from a description of (dialectal) language change, the theory of area progression is applied to two case-studies of subjectification: on the one hand, it is to be demonstrated that speakers tend to neutralize the (dynamic) perspectives ‹turned towards the speaker› and ‹turned away from the speaker› by generalizing formations with her - (and thus abolishing formations with hin -) in the northern (and increasingly in the southern) part of the research area. On the other hand, the static dimensions of distance hier vs. da/dort are increasingly neutralized in favour of dort/da in a large area of the respective western German dialects. Both processes will be subsequently explained with the speaker's striving for subjectification which, in the first case, manifests itself directly in the greater emphasis on the speaker's origo, whereas objects being in the speaker's field of vision constitute the basis for the direction of the neutrallization in the latter case. The origo is thus emphasized indirectly. Finally, the data will be taken to develop a theory of dialectal language change based on distributional generalizations."
Dialectologia et Geolinguistica,"The subject of this dialectological paper is a synchronous description of the major phonetic, morphological and accentual characteristics of the dialects that exist in the upper and middle river basin of the Moravica and in the upper flow of the Studenica, i.e. in the regions which belong to the municipalities of Arilje and Ivanjica (in west Serbia)."
Dialectologia et Geolinguistica,"A language is one of the most important indexes of ethnical awareness of Latvian Lithuanians. Societal functions of the Lithuanian language as the one of the ethnical minority in Latvia are narrowed – this language serves only for everyday communication because a possibility to use one's mother tongue in a different language environment is linked more with individual or family needs and those of a small circle of friends (more rarely, for the needs of community activities, in case if Lithuanians of a certain locality join associations). Thus, among Latvian Lithuanians, a spoken language is more common. The linguistic peculiarities of Lithuanians living in Latvia have been mostly investigated on the lexis level until now. However, a great variety of prepositional constructions is noticeable as well in the mother tongue of Lithuanians. According to their expression, the three-fold usage can be singled out: as in the Lithuanian literary language; as in a spoken language or dialects; and as in the language impacted by the Latvian language (or undergoing its additional impact). Such changes of the native Lithuanian language have occurred in the environment of the foreign language due to different reasons. The Latvian language has made and still makes a great influence; also, some constructions peculiar to the spoken Lithuanian language are present, too."
Dialectologia et Geolinguistica,"This article addresses the issue of mother tongue retention in the Slovene Canadian community of Vancouver. A brief social and historical profile of the community is followed by a description of the general linguistic situation, based on the data collected through questionnaires and participant observation. The results show substantial intergenerational variation in terms of the immigrants’ language use and language attitudes and point in the direction of a relatively rapid shift from Slovene to English, but not to the weakening of their sense of ethnic identity. The focus then shifts to the linguistic aspects of Slovene-English language contact themselves. In addition to interference phenomena in the immigrants’ language such as borrowing from English and Slovene-English code switching, special attention is paid to the presence of dialect or standard features in their mother tongue. Lexis in particular is interesting as it shows traces of other languages. Next, we try to identify the most significant factors which affect the immigrants’ choice between Slovene and English in various contexts as well as their use of either dialect or standard in Slovene."
